title,rating,type,min_age,max_players,max_time,weight,nlp_description
Zombicide: 2nd Edition,7.9,Thematic,14.0,6,60,2.37,zombicide board game taken world storm two million copy sold since release spawning cult franchise cooperative zombie slaying world inzombicide zombie controlled game player take role survivor must co operate order survive thrive world overrun bloodthirsty undead find gun gear take fight zombie different scenario linked branching story pick way infested city zombicide nd edition feature refined streamlined rule including update target priority ranged attack interaction door vehicle mechanism new dark zone feature zone hide zombie survivor attack added well zombicide nd edition include new component miniature well including plastic dashboard new child survivor returning player able use existing collection previouszombicidereleases well
Flash Point: Fire Rescue,7.2,Family,10.0,6,45,2.2,call come emergency end panicked response fire moment later protective suit keep alive gather equipment rush scene blazing inferno team second ass situation devise plan attack spring action like trained professional must face fear never give else work team fire raging building threatening collapse life danger must succeed brave men woman fire rescue people depending every day flash point fire rescueis cooperative game fire rescue two version game play flash point basic game expert game variant player attempting rescue victim raging building fire player attempt rescue victim fire spread part building causing structural damage possibly blocking pathway building turn player may spend action point try extinguish fire move building move victim building perform various special action moving emergency vehicle victim perish blaze building collapse taking much structural damage player lose otherwise player win instantly rescue th victim expert variant included game add thematic element flash combustible material random setup variation game difficulty novice heroic game includes double sided board two different building plan several expansion map available
Nippon,7.6,Strategy,12.0,4,120,3.76,japan meiji period closed isolated feudal country decides change modern industrialized state empire sends emissary foreign nation brings technician scholar west build network railroad achieves outstandingly fast industrial revolution nation emperor count support great four big conglomerate emerge great power massive control japanese economy called zaibatsu influence meiji emperor importance fate japan incredibly high nipponis area majority game player control zaibatsu try develop web power investing new industry improving technological knowledge shipping good foreign country using satisfy local need growing influence power oversee era rapid industrialization japan foundation big zaibatsu traditional silk workshop soon conglomerate diversified influence power building complex structure interconnected company made giant player world new industrial era player take rein one big corporation try develop order grow achieve power win game player must carefully choose type industry invest get influence japanese island every action taken help forge path new opportunity nipponis fast paced economic game challenging decision set important time japanese history new great nation born
Libertalia: Winds of Galecrest,7.5,Family,14.0,6,60,2.18,world galecrest sky pirate set sail wind search adventure treasure glory admiral command vast varied crew rival sailing ship pirate fleet day fleet land different island send crew member collect share loot hoping return boost growing group character libertaliawas originally released ten year later libertalia wind galecrestcelebrates foundation original design revised expanded edition includes new art character per player reputation system resolve tie deluxe loot token robust solo mode much description publisher
Bus,7.7,Strategy,14.0,5,120,3.04,prior toessen group student createdsplotter spellento sell game design game regarded one highlight group object game deliver many people destination accomplish player place route marker board connect passenger destination however destination type work bar home vary turn turn follow certain passenger make way daily grind player may buy bus start one build onto bus route bring new passenger city via train expand city adding building run bus another option clock action board one clever feature action route expansion building first player choose action actually get execute action last lead interesting game chicken painful decision buying bus allows player carry one passenger every time run bus hence scoring best case one point depending city get built however finding lot passenger street tricky bus route extend either end settler style initial placement extension appended either end route may run parallel empty street one end line end crossing another player end new passenger arrive one two train station one concern route building one must also careful run nice mix building type building one must always eye towards spoiling player route placing mix building type intersection passenger walk finally carrying passenger one want careful set carry passenger next turn
Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures,7.6,Thematic,10.0,8,120,2.22,sherlock holmes consulting detective jack ripper west end adventuresis standalone expansion tosherlock holmes consulting detectivewith updated graphic feature ten case solved sherlock holmes victorian era london england london directory map newspaper archive included case included six independent west end adventure case redesigned updated expansion series four new case based jack ripper murder
Macao,7.4,Strategy,12.0,4,100,3.13,end th century macao mysterious port city southern coast china portuguese trading post far east player take role energetic daring adventurer many exciting task challenge await player whether captain governor craftsman scholar chose wisest course action best overall strategy earn prestige end macaolasts twelve round round player select one new card display specific round two revealed start game others revealed start round deck card includes sort special ability powerful action costing resource put play one player roll six different colored dice player selects two dice possibly one chosen opponent place cube equal number color two dice personalized ship wheel example player chooses blue die show place five blue cube ship wheel position five spot away current round player never claim cube number remaining round player rotate ship wheel round use cube available round perform various action activating card selected round earlier round buying city quarter collecting good located moving player ship around europe deliver good acquiring gold coin taking special action card previously activated advancing turn order track player score point delivering good paying gold coin using power card building macao whoever point end twelve round win macaois number thealea big box series estimated difficulty alea scale
Kingsburg,7.2,Family,13.0,5,90,2.42,inkingsburg player lord sent king administer frontier territory game take place five year total turn every year production season collecting resource building structure training troop every fourth turn winter player must fight invading army player must face invader cooperative game resource build structure train troop collected influencing adviser king council player place influence dice member council player lowest influence dice sum first one choose spend influence act way balancing poor dice rolling even unlucky roll clever player still come council good number resource soldier adviser king council award different resource allocate soldier victory point advantage player able influence current turn end five year player best developed assigned territory pleased king council winner many alternate strategy possible win go military way disregarding economic prestige building aim complete big cathedral please king use merchant guild gain influence council go balanced development
Clash of Cultures,7.6,Strategy,14.0,4,240,3.6,christian marcussen creator ofmerchants marauder comesclash culture civilization game player lead civilization single settlement mighty empire player must explore surroundings build large city research advance conquer stand way game feature modular board player explore distinct advance seven mighty wonder load miniature card winner create culture remembered admired millennium advancesthe game feature distinct advance whole tech tree flexible dead end yet still intuitive sensible realistic additionally great overview advance culture need ask look modular boardplayers start civilization infancy move settler uncharted region reveal terrain resource several mechanism implemented assure unlucky placement region tile decider playing timethe game cover time span similar ah civilization pre gunpowder epic game playable hour per player pretty good playing time game cover much ground game city managementplayers expand city game generic larger city player instead choose building type represents growth city instance expand city port fort temple academy different benefit additionally city angry neutral happy everything integrated intuitive elegant fashion multiple path victoryearn point founding city increasing size advance objective wonder event
Stockpile,7.4,Strategy,13.0,5,45,2.12,stockpileis economic board game combine traditional stockholding strategy buy low sell high several additional mechanism create fast paced engaging interactive experience instockpile player act stock market investor end th century hoping strike rich investor money end game winner stockpilecenters idea nobody know everything stock market everyone know something game philosophy manifest two way insider information stockpile first player given insider information round information dictate stock value change end round privately learning stock going move player chance act ahead market buying selling right time second player purchase stock bidding pile card called stockpile stockpile contain mixture face face card placed player game way nobody know card stockpile card good either trading fee poison pile making player pay bid putting stock card auction stockpilecatalyzes player interaction especially potential profit insider information line mechanism combined stock market element make player consider multiple factor selling stock hold onto stock hope catching lucrative stock split sell avoid potential company bankruptcy hold onto stock end game become majority shareholder need liquidity cash future bidding risk investing heavily one company mitigate risk diversifying portfolio end everyone know something stock market come strategy execution able navigate movement stock market certainty investment go poor prediction
PitchCar,7.3,Family,6.0,8,30,1.12,game entry refers two nearly identical game compatible one another age pitchcarandcarabandearedexterity gameswhere large wooden puzzle like piece used construct race track look similar slot car track finished instead electricity player use finger flick send small puck around track lacarrom
Black Orchestra,7.5,Thematic,14.0,5,90,2.42,hitler grasp germany tightens maniacal fervor unmasked men highest level reich begin plot assassination clock tick hitler ambition grow daring must build strength prepare perfect moment strike gestapo hound trail calling conspirator schwarze kapelle black orchestra band daring patriot save country utter ruin late black orchestrabegins player choosing historic figure involved conspiracy hitler dark dangerous pursuit motivation perhaps greatest weapon stay true conviction face overwhelming threat inspire comrade able use special ability attempt plot even become zealous necessary extremely daring plot every move make may also increase suspicion authority gestapo make routine sweep player high suspicion arrested interrogated possibly resulting player arrested arrested gestapo find secret paper lose suspicion placed conspirator increase chance plot detected turn player may take three action moving searching item drawing card cost one action per die roll dice attempt gain even action risk attracting suspicion gestapo dice rolling conspire action allows player make bold move needed action taken event card drawn game played seven stage world war represented seven stack event card card walk event wwii roughly strictly chronological order new stage open new area board cause hitler deputy interact conspirator present various opportunity threat final stage many board space become limit ally move closer germany win player must collect plot card fulfill necessary requirement listed hitler certain space possessing certain item detonator fuse etc active player may attempt plot rolling indicated dice including additional modifier helpful action card total number target symbol needed kill hitler based hitler military support conspirator security level decides eagle rolled see detected foil plot regardless player must consider ability successfully complete plot relative suspicion level different conspirator involved player need work together agree wisest course action well little luck succeed phenomenon one player dominating game cooperative nature mitigated fact certainty often player need make bold reckless move keep conspiracy alive cool head often prevail play cool may miss chance co operative dynamic get really interesting player ever arrested fails resist interrogation need make big decision without revealing option group one player guarantee success hoped player tense conversation similar real conspirator enjoy truly unique historical experience
Lord of the Rings: The Confrontation,7.5,Strategy,14.0,2,30,2.19,confrontationis board game player take control force sauron seeking find master ring force free people middle earth seeking destroy sauron ring fire mount doom confrontationallows player control many famous character tolkien famous trilogy playing intense minute game combination bluffing strategy confrontationis designed renowned game designerreiner knizia deluxe confrontationgives game new larger gameboard larger sculpted plastic stand completely new artwork graphic design game includes entirely new character addition classic character found original new character allow player play entirely new game mix new old character entirely different game experience new special card also included additional special action
Unmatched: Little Red Riding Hood vs. Beowulf,8.1,Strategy,9.0,2,20,2.0,battle equal upon time little red riding hood took basket nasty trick faced legendary beowulf exciting unmatched set big eye wulfie called rage kid little red feature clever card combo mechanism matching icon card play one basket discard pile trigger potent effect meanwhile beowulf us rage power card devastating attack unmatchedis highly asymmetrical miniature fighting game two four player hero represented unique deck designed evoke style legend tactical movement luck combat resolution create unique play experience reward expertise mastered one set new hero arrive provide new match ups description publisher
Kutná Hora: The City of Silver,7.8,Strategy,13.0,4,120,3.33,join ambitious guild leader mining developing famous city silver period rapid economic growth expansion th century first discovery silver near cistercian monastery construction kutn hora quickly became one important city central europe kutn hora city silveris historical city building eurogame player feature real life supply demand experience every action take impact game dynamic economic system round player take turn selecting action hand double sided card engage strategic plan like mining purchasing plot land build gaining permit raising building affiliated guild gaining profit production course working towards construction saint barbara cathedral asymmetrical nature player available guild make highly interactive round decision impact economy player interesting way expand mine build infrastructure across shared board mine ore smelt fortune silver expanding beautiful historic city take care balance personal goal advancement need city growth everything connected sometimes path personal victory relies prosperity many description publisher
MicroMacro: Crime City – Full House,7.7,Family,10.0,4,45,1.18,crime taken place city want figure exactly happened need look closely giant city map x cm find hidden information trace trail foe micromacro crime city full houseincludes case solve case includes number card ask find something map uncover someone gone otherwise reveal information relevant case city map serf map time well space typically find people multiple location throughout street building need piece together happened whether going case card card reading starting card case trying figure everything happened able answer question case without fail unlike originalmicromacro crime city full housemarks case symbol parent decide case youngest investigator cleared research
Mice and Mystics,7.2,Thematic,7.0,4,90,2.73,inmice mystic player take role still loyal king escape clutch vanestra turned mouse play cunning field mouse must race castle twenty time larger castle would dangerous place vanestra minion control countless terror also await hero size fig play nimble prince collin fence way past foe try nez bellow burly smith confound foe wizened old mouse maginos protect companion tilda castle former healer every player vital role quest warn king take careful planning find vanestra weakness defeat mouse mysticsis cooperative adventure game player work together save imperiled kingdom face countless adversary rat cockroach spider course greatest horror castle housecat brodie mouse mysticsis boldly innovative game thrust player ever changing interactive environment feature rich storyline player help create play game cheese system allows player hoard crumb precious cheese find journey use bolster mouse grandiose new ability overcome seemingly insurmountable odds mouse mysticswill provide group friend unforgettable adventure talking year come assuming squeak expansion advice
Reign of Cthulhu,7.4,Strategy,14.0,4,40,2.16,being ancient evil known old one threatening break cosmic prison awake world everything know love could destroyed chaos madness fellow investigator manage find seal every portal time hurry lose insanity inpandemic reign cthulhu experience classicpandemicgameplay horrific twist face twelve old one threatening world unique power player take role investigator attempting seal series portal monster unspeakable horror pour world course high risk investigator losing mind instead curing disease like originalpandemic player seal portal shut cult classic new england fictional town arkham dunwich innsmouth kingsport fellow investigator manage find seal every portal time hurry lose insanity evil lurks beneath foot part thepandemic series
Mandala,7.5,Abstract,10.0,2,20,1.78,mandala symbol ancient sacred ritual colored sand laid create symbolic map world pattern ceremonially destroyed sand cast river two player gamemandala trying score opponent collecting valuable card know card valuable well game course game player play colored card two mandala building central shared mountain laying card field soon mandala six color player take turn choosing color mountain adding card river cup end game card cup worth point based position color player river player whose cup worth point win linen playmat show two circular mandala divided horizontal space mountain create one field player playmat seven space front player hold river single face card cup stack face card score end game begin player receives hand six card player receives two random card face cup two random card dealt face central mountain strip mandala turn may play either single card one mountain one matching card one field card played mandala must follow rule color color played one three area mandala later card color played area thus opponent played red card field play red card field neither opponent play red card central mountain played card mountain draw three new card deck end turn played card one field draw new card mandala completed contains six color card happens player destroy mandala taking turn choose color present mountain claim card color whoever played card field chooses first tied player complete mandala chooses first first time claim card specific color lay one card lowest valued empty space river place rest cup space river valued order card first color claim worth point card second color claim worth point mandala destroyed color mountain claimed card played field discarded two new card dealt face mountain game continues end game triggered either deck exhausted one player add sixth color river player tally value card cup based position color river whoever higher score win
Thunderstone Quest,7.7,Strategy,14.0,4,90,2.86,thunderstonereturns withthunderstone quest recruit hero arm party visit dungeon dungeon new peril seen priorthunderstonereleases new dungeon tile create new challenge reward explore deeper deeper dungeon quest brings new dungeon well new side adventure thunderstoneis fantasy deck building game player start basic deck card use purchase upgrade powerful card thunderstone questbrings new play mode table game tell specific story series pre set dungeon tile monster hero support card come series mini adventure story booklet tell player happens progress scenario player completed quest able enjoy great replay value available selection monster hero support card well new dungeon tile choosing random set ups start play aside hero wizard fighter rogue cleric card include supply hero need like weapon spell item light reach dungeon dungeon deck created combining several different group monster together certain group monster may le susceptible different hero type player take account choose buy
Trekking Through History,7.6,Family,10.0,4,60,1.74,designedtrekking historyfor gamers non gamers play together goal make game inviting non gamers little subtlety hood gamers game go three day tour human history traveling thousand year time machine experience great moment past game take place three round representing one day trip day visit series historical event spending different number hour turn choose visit one historical event spend certain number hour yield benefit like checking item itinerary point earning time crystal bend space time continuum future turn along way also score point visiting historical event chronological order player point three round win description publisher
Claustrophobia,7.5,Thematic,14.0,2,45,2.48,claustrophobiais miniature based survival game set within universe ofhell dorado box contains pre painted miniature placed large tile showing dungeon space also included character board counter marker dice one player control small group determined human play almost unending army demonic creature game thematic highly asymmetric human character stronger demon character numerous gameplay straightforward minimum rule game play hour le basically dice allocated rolling perform action card special ability also available game managing decision choosing resource managing difficult event thinking opponent combat handled dice claustrophobiais played scenario several rulebook generally speaking human character attempting complete task e g escape catacomb close portal demon focused stopping varying win condition depending scenario chosen
High Society,7.2,Family,10.0,5,30,1.48,inreiner knizia shigh society player bid acquire various trapping wealth positive number multiplier card avoiding pitfall negative number divisor card bidding though keep eye remaining cash end game even though positive number card might add win player least money even considered victory published berplay published new theme byamigoas einfach tierisch published byuniversity gamesas animalement v tre french version beestenveiling dutch version published byeagle gryphon game published byosprey game
Heroscape Master Set: Rise of the Valkyrie,7.5,Customizable,8.0,4,90,2.3,fantasy battle board game come dozen painted plastic miniature representing warrior different era hex based hard plastic terrain piece put together many different way warrior include plastic figure including world war ii soldier futuristic robot alien rex riding orc large dragon many hero squad card detail movement combat ability large ruin tile terrain base game terrain tile large hex others small hex water sand rock grass tile roughly increasing order many different battlefield built attaching stacking tile rulebook feature two game basic master version basic version designed younger player year character move attack defend range special power rule minimized eliminated master game includes special power wound engagement rule falling rule addition battlefield scenario book show build five battlefield layer layer battlefield may multiple scenario goal vary opponent elimination getting certain space protecting certain figure holding certain number turn unit master set movement rating ranging number hex move turn moving level count hex moving incur penalty moving level height moving one hex another count falling might take damage unless falling water combat game fairly straightforward roll attack dice listed unit card dice master set opponent roll defense dice equal number unit card dice skull rolled excess shield count wound hero figure may one life master game us point system player alternate drafting card reach pre assigned point value scenario possible bring pre fab army battle order save time basic game two player master game player game eminently customizable many expansion add ability terrain option also user created map scenario custom unit advanced rule available online heroscape rise valkyrie original master set theheroscape seriesof game
Dune,7.6,Thematic,12.0,6,180,3.45,set thousand year future dunethe board game based frank herbert novel arid planet heart human space empire political machination designed creator eon ofcosmic encounterfame contend game best described ascosmic encounterset within theduneuniverse two game bear little common actual mechanism goal set space likecosmic encounter game generates player interaction negotiation bluffing player take role one faction attempting control dune faction special power overlook certain rule game turn player move map attempting pick valuable spice dealing giant sandworms deadly storm player military force delicate political balance formed amongst faction prevent one side becoming strong challenge made territory combat take form hidden bid additional treachery card uncertainty game concludes one faction two allied faction able control certain number stronghold planet note descartes edition ofduneincludes theduel expansionandspice harvest expansion thelandsraadvariant avalon hill sgeneralmagazine additional character disk provided ah
The Manhattan Project,7.3,Strategy,13.0,5,120,2.96,back box global power struggle beginswhich nation take lead become world dominant superpower manhattan projectmakes leader great nation atomic weapon program deadly race build bigger better bomb must assign worker multiple project building bomb making infrastructure expending military protect sending spy steal rival hard work alone control nation destiny choose send worker call back careful management superior strategy determine winner struggle take charge secure nation future additional description manhattan projectis low luck mostly open information efficiency game player compete build operate effective atomic bomb program player nuke conventional air strike allowed facility game feature worker placement twist round end round administration player retrieve worker choose forced running espionage action allows player activate block opponent building representing technology theft sabotage
Dawn of the Zeds (Third Edition),8.2,Thematic,14.0,5,120,3.79,postcard every local drug store read welcome fabulous farmingdale ad campaign brainchild mayor hernandez coincidentally employed wife public relation firm market community right thing far fabulous farmingdale everyone blaming mayor kind virus poison turning ordinary people vicious zombie like killer clear disease spread though seems physical contact certainly one way obvious illness victim undead nicknamed zed local newscast acronym zombie epidemic disease converging corner world around farmingdale best tell left device stop national guard organizes relief column could take day perhaps week fight way little choice survival gruesome un death realize must coordinate defense town farmingdale surrounding village must lead good citizen emerging hero community halt zed advance killing attempt coordinate discovery cure vile scourge preserve much area many inhabitant possible time lose
Bohnanza,7.1,Family,12.0,7,45,1.67,bohnanzais first thebohnanza familyof game published inseveral different edition includinga version flower entry list different major card set bohnanza base game player expanded game name player first expansion included bohnanza pocket game plant harvest bean card order earn coin player start hand random bean card card number corresponding number type bean deck unlike card game rearrange order card hand must use order picked deck unless trade player heart game turn must plant first one two card hand field front field hold one type bean must plant type bean one field must harvest field make room new arrival usually good next reveal two card deck trade card well card hand card player even make future promise card received right trading complete trade turn must involve active player end turn drawing card deck placing back hand harvest bean receive coin based number bean card field beanometer particular type bean flip card field transform coin place remainder card discard pile deck run shuffle discard playing deck two time end game everyone harvest field whoever earned coin win original german edition support player english version fromrio grande gamescomes thefirst edition first german expansionincluded slightly oversized box one difference content however bean sweinbrandbohne brandy bean replaced thewachsbohne wax bean edition includes rule seven player like theerweiterungs set also adapts two player rule ofal cabohnein order allow two people playbohnanza
No Thanks!,7.1,Family,8.0,7,20,1.13,thanks card game designed simple engaging however choice easy player compete lowest score end game deck card numbered card counting number point equal face value run two card count lowest value run nine card removed deck starting careful looking connector chip worth point even valuable allowing avoid drawing unwanted card first version game supported five player thegerman editionsupports seven simply increasing number chip game originally published germany amigo asgeschenkt ist noch zu teuer meaningeven given gift still expensive amigo international edition titledno merci delightful multi lingual pun rule several language including english game subsequently released country assortment name german edition includes additional card allow play variant rule
Lancaster,7.4,Strategy,10.0,5,60,3.0,designer ofglen morecomes new title published queen game lancaster new king england henry v lancaster ambitious plan unification england conquest french crown player take role ambitious aristocratic family best supporter young king powerful lord time inlancaster player want proceed simply lord powerful ally king may achieve developing knighthood well clever deployment individual knight county england castle conflict france parliament try push law benefit player power point end game winner every turn player send knight different location county compete knight player reward favor noble castle receive income new knight conflict france player combine power try gain power point county strength knight important remove knight another player placing knight higher strength location
Colt Express,7.1,Family,10.0,6,40,1.83,th july union pacific express left folsom new mexico passenger board minute gunfire hurrying footstep roof heard heavily armed bandit come rob honest citizen wallet jewel succeed stealing suitcase holding nice valley coal company weekly pay despite placed supervision marshal samuel ford bandit hinder one another marshal since richest one come top incolt express play bandit robbing train time bandit goal become richest outlaw old west game consists five round round two phase game take place train bandit move one car another run roof punch bandit shoot rob passenger draw marshal position train many car number player car seeded gem bag loot suitcase start play player start round six card hand card showing one action start round round card revealed showing many card played whether played face face individually pair action occur end round e g bandit top train move engine pick loot gem suitcase playing steal card train car hold one item since everyone planning get good need move punch shoot get others way punch someone car bandit drop one good collected knocked adjacent car player character special power starting round extra card playing first card face pocketing bag loot punch someone instead letting hit ground shoot someone adjacent car running top train anyone sight give player one six bullet card card get shuffled opponent deck possibly giving dead card hand future turn forcing draw instead playing something marshal end car likely due bandit luring train happy give bullet end game whoever fired bullet receives braggart bonus whoever bagged richest haul win
Advanced Squad Leader,8.0,Wargames,14.0,2,480,4.74,advanced squad leaderis completely reorganized designed version originalsquad leadersystem three ring binder basic rule entire system provides ultimate combination playability detail full color chart beautiful picture make readable rulebooks includes full service index well quick reference andaslis squad system includes rule everything machine gun bazooka tank ordnance weapon paratrooper drop glider landing beach assault much set rule constantly kept date expansion included module aslgoals scenario defined vary task exiting troop one edge board inflicting certain number casualty point opposing force capturing certain number goal building area rulebook start playing game newcomer must get least thebeyond valor asl module great manyasl modulesavailable core module provide additional rule unit different nationality additional geomorphic mapboards historical module provide campaign game simulating multi day battle using actual historical map rather geomorphic mapboards including additional rule counter paper map many module dependency earlier module note description asl rulebook published separately asl family checkgame wiki
Citadels,7.2,Family,10.0,8,60,2.06,incitadels player take new role round represent character hire order help acquire gold erect building game end close round player erects seventh building player tally point player highest score win player start game number building card hand building come five color purple building typically special ability colored building providing benefit play particular character start round player king previous round discard one eight character card random chooses one pass card next player etc player secretly chosen character character special ability usefulness character depends upon situation opponent character carry action numerical order assassin eliminating another character round thief stealing gold another character wizard swapping building card another player warlord optionally destroys building play turn player earns two gold draw two building card discard one optionally construct one building three playing architect round building cost gold equal number symbol building worth certain number point addition point building end game player score bonus point eight building building five color edition ofcitadelsincludes twenty seven character eight originalcitadels ten thedark cityexpansion nine new one along thirty unique building district rulebook includes six preset list character district beyond starter list crafted encourage different style intensity gameplay
Fantastic Factories,7.4,Family,14.0,5,60,2.24,manufacturing arm race compete player try build efficient set factory shortest time must carefully manage blueprint train worker manufacture many good possible order achieve industrial dominance infantastic factory race manufacture good build prestigious building element dice rolling worker placement engine building resource management tableau building simultaneous play card drafting round split two phase market phase work phase market phase choose either acquire new blueprint free pay hire contractor blueprint used construct new factory work phase contractor used reinforce strategy providing resource allowing roll additional dice need mindful card available marketplace strategy opponent may pursuing work phase player simultaneously roll dice use dice worker run factory factory start blueprint need constructed constructed factory used turn worker placement happen order figuring correct sequence enable powerful chain action additionally build training facility allow manipulate dice value worker work phase like solving unique worker placement puzzle order optimize output resource good player manufactured good constructed building game end triggered one additional final round played player point win combination building prestige manufactured good unique blueprint countless synergy across building game unique fantastic factoriesoffers lot replay value satisfaction player discover new factory engine game description publisher large collection solo puzzle also created forfantastic factoriesalong official tool create puzzle collection found bggplay forumarea
Quadropolis,7.2,Family,8.0,4,60,2.2,player build metropolis inquadropolis first announced ascity mania competing one another shop park public service structure placed game last four round round player first lay tile appropriate round random x grid player four architect numbered turn player place architect next row column grid claim tile far number architect placed e g fourth tile architect place tile appropriately numbered row column player x city board claim resource associated tile inhabitant energy player take tile figure placed empty space next player place architect row column tile located addition place one architect top another placement cut play option everyone else later round player placed four architect round end remaining tile removed tile next round laid four round game end player move inhabitant energy among tile point game see maximize score game end score six type building depending well build city long activated building inhabitant energy required building worth victory point vps player sum value scored type building city whoever highest score win
Glen More,7.3,Strategy,13.0,5,60,2.67,player represents leadership th century scottish clan looking expand territory wealth success clan depends ability make correct decision opportune time establishing new pasture livestock growing grain production whisky selling good various market investing cultivation special place loch castle glen moreoffers unique turn mechanism player take territory tile rondel picking tile influence action get surrounding tile territory also determines next turn many turn game lot turn always best strategy successful chieftain glen moreis thealea medium box series rated alea complexity level
Middara: Unintentional Malum – Act 1,8.6,Thematic,15.0,4,60,4.13,middarais player cooperative choose adventure style miniature board game player assume role party adventurer ultra modern fantasy setting exists alongside earth game player experience depth fully narrative driven adventure contains hour content throughout narrative three friend confront real decision change course story outcome makesmiddaraso compelling outcome story decision encounter far reaching effect determine story move resolve friend family might get killed may survive maybe player avoid problem entirely faced whole new challenge gameplay feature
A Few Acres of Snow,7.4,Strategy,14.0,2,90,3.03,acre snowis two player deck building strategic level board wargame french british conflict north america card play contains focus deck building mechanic similar dominion card multiple us like card driven game player choose one aspect card use played space captured player add another card capturing player deck box description war fought edge two mighty empire one hundred fifty year britain france locked struggle domination north america thousand mile home settler soldier faced impenetrable forest unpredictable american tribe formidable distance despite obstacle able engage bitter warfare british ultimately taking prize quebec acre snowis two player game allows recreate contest change course history decision acre snowtakes innovative approach subject using card represent location manpower game progress add selection card increasing range action available many strategy explored quickly build force employ native american energy expended economy game fighting must successfully colonize land chance
Zombie Kidz Evolution,7.6,Children's,7.0,4,15,1.38,zombie kidz evolutionis first legacy style game kid basic gameplay similar titlezombie kidz thing quickly evolve game young player school zombie start attack infiltrating entryway barring way classroom player move room entryway eliminate zombie keep zombie reserve full zombie must enter school none available school overrun player lose win game player need lock four entryway apparently custodian abandoned post given school lost player get better complete mission track development trophy sticker system reminiscent video game open envelope contain new material game upping challenge face also providing new power new hero well
Hadara,7.4,Strategy,10.0,5,60,2.2,hadaracarries world culture country earth three epoch experience transformation new world small settlement high culture want populate world people come different culture continent well different age bring glory honor world choose person accomplishment skillfully ignore agriculture culture military power otherwise one competitor might get bigger successful succeed first creating new flourishing high culture description publisher hadara entf hrt dich die welt der kulturen und l nder dieser erde ber epochen hinweg erlebst du die verwandlung deiner neuen welt von einer kleinen siedlung zu einer hochkultur du willst diese welt mit personen besiedeln die dabei au verschiedenen kulturkreisen kontinenten aber auch zeitaltern stammen um deiner welt zu viel ruhm und ehre zu verhelfen solltest du die personen und errungenschaften geschickt aussuchen dabei solltest du aber die landwirtschaft die kultur und die milit rische macht nicht au er acht lassen sonst kann e passieren das einer deiner mitkonkurrenten gr er und erfolgreicher wird wem gelingt e zuerst eine neue bl hende hochkultur zu erschaffen description publisher german
Pipeline,7.6,Strategy,12.0,4,120,3.89,refinement oil long part government controlled energy sector amassed incredibly complex inefficient system refinery government felt severe pressure worldwide demand ever increasing global standard refinement unable keep demand government one option privatizing oil industry come seeking capitalize new opportunity inpipelineyou start company oil business focus building much efficient pipeline network refinery hiring expert provide valuable benefit competitor managing logistics purchasing selling refined oil various market need strong economic skill carefully crafting interweaving network pipeline might ensure victory
Undaunted: North Africa,7.8,Thematic,14.0,2,60,2.32,theundauntedseries continues two player deck building game tactical combat pitting raider britain long range desert group italian force north african theater world war ii north african campaign begun take control british army long range desert group operate behind enemy line command formidable italian force opposing undaunted north africa sequel toundaunted normandy player lead side varied series mission casualty mount wounded soldier leave player deck forcing adapt face changing tactical circumstance use card strengthen force deploy vehicle advance rapidly across battlefield seize initiative determine outcome north african theater description publisher content card large map tile dicetokens rule booklet campaign booklet
Horizons of Spirit Island,8.2,Strategy,14.0,3,120,3.53,horizon spirit islandfeatures core mechanism ofspirit island feature new double sided game board streamlined set punchboard component five new spirit designed ideal playing aspirit islandgame first time new spirit compatible existingspirit islandcomponents play expansion likejagged earth would need copy ofspirit islanditself
Unmatched Adventures: Tales to Amaze,8.0,Family,9.0,4,60,2.26,unmatched adventure tale amaze themed around pulp adventure tall tale local legend mid th century give whole new way playunmatched game player work together defeat one two villain mothman martian invader villain unique battlefield unique objective villain completes objective defeat hero player lose villain aided number possible minion jersey devil ant queen loveland frog blob tarantula skunk ape enemy use special action card simple targeting scheme control movement attack set come four new hero nikola tesla discharge electrified coil power effect annie christmas get stronger fighting behind golden bat world first superhero variety powerful effect dr jill trent science sleuth call collection gizmo keeping theunmatchedbrand may use hero otherunmatchedsets inunmatched adventure use included hero battlefield play competitiveunmatched description publisher
